09:00:00,200
09:00:58,201
09:01:55,201
09:02:44,201
09:03:33,203
09:04:04,203
09:05:00,201
09:05:33,200
09:06:21,199
09:07:14,198
09:08:07,198
09:08:54,197
09:09:12,197
09:09:51,196
09:10:48,198
09:11:08,198
09:11:27,199
09:12:15,200
09:13:13,200
09:13:58,201
09:14:40,202
09:15:36,204
09:16:06,204
09:16:56,202
09:17:37,201
09:18:17,200
09:18:56,199
09:19:54,198
09:20:37,196
09:21:05,195
09:21:53,194
09:22:47,192
09:23:44,194
09:24:02,194
09:24:42,195
09:24:59,197
09:25:47,199
09:26:06,201
09:27:01,201
09:27:57,201
09:28:28,203
09:28:58,203
09:29:47,205
09:30:29,206
09:30:59,207
09:31:57,209
09:32:54,210
09:33:51,212
09:34:35,213
09:35:21,213
09:35:58,213
09:36:26,211
09:36:57,209
09:37:14,209
09:37:41,208
09:38:20,206
09:38:44,204
09:39:38,204
09:40:29,202
09:41:23,201
09:42:07,200
09:42:29,198
09:43:16,197
09:43:35,195
09:43:57,195
09:44:36,195
09:45:19,196
09:45:59,198
09:46:16,198
09:47:15,198
09:47:42,198
09:48:37,199
09:49:22,199
09:49:43,199
09:50:38,201
09:50:54,202
09:51:29,202
09:51:44,204
09:52:19,205
09:53:06,206
09:53:46,207
09:54:23,208
09:55:07,208
09:55:24,209
09:55:58,208
09:56:22,208
09:57:07,207
09:58:06,205
09:58:43,205
09:59:41,205
10:00:24,205
10:01:03,205
10:01:25,205
10:01:51,205
10:02:31,206
10:02:55,207
10:03:23,209
10:03:46,210
10:04:27,210
10:04:57,210
10:05:49,211
10:06:12,213
10:06:51,215
10:07:15,213
10:07:35,213
10:08:09,212
10:09:00,212
10:09:39,211
10:10:34,211
10:11:30,209
10:12:23,211
10:13:09,212
10:13:54,214
10:14:29,216
10:15:19,218
10:15:40,218
10:16:16,219
10:16:35,219
10:17:31,221
10:18:12,221
10:18:28,223
10:19:25,225
10:20:18,225
10:21:14,225
10:21:36,225
10:22:34,226
10:23:33,227
10:24:01,228
10:24:53,230
10:25:39,230
10:26:25,230
10:27:24,230
10:28:13,230
10:29:11,232
10:29:51,233
10:30:11,234
10:30:29,234
10:31:02,235
10:31:44,236
10:32:04,236
10:33:01,237
10:33:55,238
10:34:52,240
10:35:32,242
10:36:26,244
10:37:13,245
10:37:47,247
10:38:06,249
10:38:50,251
10:39:31,252
10:40:27,254
10:40:46,256
10:41:45,256
10:42:30,256
10:42:55,258
10:43:35,260
10:43:51,261
10:44:16,259
10:45:05,258
10:45:57,257
10:46:22,255
10:46:47,253
10:47:12,252
10:47:43,252
10:48:23,252
10:48:42,251
10:48:59,251
10:49:54,253
10:50:41,254
10:51:08,256
10:51:49,256
10:52:21,257
10:53:16,259
10:53:40,261
10:54:20,263
10:55:18,263
