09:00:00,200
09:00:55,200
09:01:38,201
09:02:06,201
09:02:38,201
09:03:24,202
09:04:01,202
09:04:37,202
09:05:05,201
09:05:25,203
09:06:03,203
09:06:21,203
09:06:54,203
09:07:24,204
09:07:52,205
09:08:50,206
09:09:45,208
09:10:25,210
09:10:56,210
09:11:36,211
09:12:21,212
09:12:38,212
09:13:00,213
09:13:34,213
09:14:07,213
09:14:53,214
09:15:46,214
09:16:02,214
09:16:32,215
09:17:22,215
09:18:09,214
09:18:37,212
09:19:05,210
09:19:25,208
09:20:03,207
09:20:51,207
09:21:46,205
09:22:15,204
09:22:39,203
09:23:26,203
09:23:45,201
09:24:35,200
09:25:01,199
09:25:43,198
09:26:09,196
09:26:57,195
09:27:30,193
09:28:04,191
09:28:57,191
09:29:32,191
09:30:07,191
09:31:03,192
09:31:53,193
09:32:42,195
09:33:15,195
09:33:59,195
09:34:55,197
09:35:34,197
09:35:50,197
09:36:30,198
09:36:59,198
09:37:33,198
09:38:06,196
09:38:25,194
09:39:24,196
09:40:12,196
09:41:02,197
09:41:22,198
09:42:18,199
09:42:50,199
09:43:47,200
09:44:22,202
09:44:37,204
09:45:11,204
09:45:37,202
09:46:07,201
09:46:23,199
09:47:17,198
09:48:15,196
09:48:48,196
09:49:28,196
09:50:00,195
09:50:59,193
09:51:31,193
09:52:07,193
09:52:48,191
09:53:08,193
09:53:49,194
09:54:35,195
09:54:53,196
09:55:28,196
09:56:23,197
09:56:52,197
09:57:40,199
09:58:17,201
09:58:58,202
09:59:46,203
10:00:25,203
10:01:19,205
10:02:12,204
10:02:40,204
10:03:36,204
10:04:17,204
10:05:05,203
10:05:21,203
10:05:52,203
10:06:51,201
10:07:07,200
10:08:04,200
10:08:41,200
10:09:21,202
10:10:02,202
10:10:59,203
10:11:35,205
10:12:31,203
10:13:00,203
10:13:48,201
10:14:46,199
10:15:20,200
10:16:16,201
10:17:06,199
10:17:48,198
10:18:39,196
10:19:29,194
10:20:26,193
10:21:17,193
10:21:33,193
10:22:07,192
10:23:06,191
10:23:49,190
10:24:41,190
10:25:29,189
10:25:56,187
10:26:23,185
10:27:19,185
10:27:49,185
10:28:22,185
10:28:49,185
10:29:30,184
10:29:46,184
10:30:10,183
10:31:02,183
10:32:00,184
10:32:26,186
10:33:03,188
10:33:32,188
10:34:07,190
10:34:35,191
10:35:33,192
10:35:56,192
10:36:36,192
10:37:02,194
10:37:54,194
10:38:39,196
